"region";"år";"statistikkvariabel";"07459: Befolkning, etter region, år og statistikkvariabel"
"1546 Sandøy (-2019)";"2018";"Personer";1263
"1546 Sandøy (-2019)";"2019";"Personer";1238
"1547 Aukra";"1986";"Personer";2995
"1547 Aukra";"1987";"Personer";3009
"1547 Aukra";"1988";"Personer";2969
"1547 Aukra";"1989";"Personer";2988
"1547 Aukra";"1990";"Personer";2967
"1547 Aukra";"1991";"Personer";2979
"1547 Aukra";"1992";"Personer";2948
"1547 Aukra";"1993";"Personer";2975
"1547 Aukra";"1994";"Personer";2946
"1547 Aukra";"1995";"Personer";2934
"1547 Aukra";"1996";"Personer";2978
"1547 Aukra";"1997";"Personer";2988
"1547 Aukra";"1998";"Personer";2983
"1547 Aukra";"1999";"Personer";2961
"1547 Aukra";"2000";"Personer";2978
"1547 Aukra";"2001";"Personer";2968
"1547 Aukra";"2002";"Personer";3026
"1547 Aukra";"2003";"Personer";3038
"1547 Aukra";"2004";"Personer";3055
"1547 Aukra";"2005";"Personer";3050
"1547 Aukra";"2006";"Personer";3099
"1547 Aukra";"2007";"Personer";3142
"1547 Aukra";"2008";"Personer";3174
"1547 Aukra";"2009";"Personer";3183
"1547 Aukra";"2010";"Personer";3196
"1547 Aukra";"2011";"Personer";3249
"1547 Aukra";"2012";"Personer";3289
"1547 Aukra";"2013";"Personer";3339
"1547 Aukra";"2014";"Personer";3377
"1547 Aukra";"2015";"Personer";3466
"1547 Aukra";"2016";"Personer";3518
"1547 Aukra";"2017";"Personer";3547
"1547 Aukra";"2018";"Personer";3557
"1547 Aukra";"2019";"Personer";3539
"1548 Fræna (-2019)";"1986";"Personer";8893
"1548 Fræna (-2019)";"1987";"Personer";8910
"1548 Fræna (-2019)";"1988";"Personer";8921
"1548 Fræna (-2019)";"1989";"Personer";8869
"1548 Fræna (-2019)";"1990";"Personer";8916
"1548 Fræna (-2019)";"1991";"Personer";8886
"1548 Fræna (-2019)";"1992";"Personer";8973
"1548 Fræna (-2019)";"1993";"Personer";8999
"1548 Fræna (-2019)";"1994";"Personer";9009
"1548 Fræna (-2019)";"1995";"Personer";9067
"1548 Fræna (-2019)";"1996";"Personer";9048
"1548 Fræna (-2019)";"1997";"Personer";9125
"1548 Fræna (-2019)";"1998";"Personer";9105
"1548 Fræna (-2019)";"1999";"Personer";9094
"1548 Fræna (-2019)";"2000";"Personer";9005
"1548 Fræna (-2019)";"2001";"Personer";9040
"1548 Fræna (-2019)";"2002";"Personer";8949
"1548 Fræna (-2019)";"2003";"Personer";8937
"1548 Fræna (-2019)";"2004";"Personer";9004
"1548 Fræna (-2019)";"2005";"Personer";9023
"1548 Fræna (-2019)";"2006";"Personer";9088
"1548 Fræna (-2019)";"2007";"Personer";9131
"1548 Fræna (-2019)";"2008";"Personer";9189
"1548 Fræna (-2019)";"2009";"Personer";9257
"1548 Fræna (-2019)";"2010";"Personer";9336
"1548 Fræna (-2019)";"2011";"Personer";9324
"1548 Fræna (-2019)";"2012";"Personer";9484
"1548 Fræna (-2019)";"2013";"Personer";9614
"1548 Fræna (-2019)";"2014";"Personer";9720
"1548 Fræna (-2019)";"2015";"Personer";9787
"1548 Fræna (-2019)";"2016";"Personer";9717
"1548 Fræna (-2019)";"2017";"Personer";9741
"1548 Fræna (-2019)";"2018";"Personer";9775
"1548 Fræna (-2019)";"2019";"Personer";9800
"1551 Eide (-2019)";"1986";"Personer";3084
"1551 Eide (-2019)";"1987";"Personer";3102
"1551 Eide (-2019)";"1988";"Personer";3085
"1551 Eide (-2019)";"1989";"Personer";3063
"1551 Eide (-2019)";"1990";"Personer";3071
"1551 Eide (-2019)";"1991";"Personer";3073
"1551 Eide (-2019)";"1992";"Personer";3050
"1551 Eide (-2019)";"1993";"Personer";3043
"1551 Eide (-2019)";"1994";"Personer";3067
"1551 Eide (-2019)";"1995";"Personer";3060
"1551 Eide (-2019)";"1996";"Personer";3037
"1551 Eide (-2019)";"1997";"Personer";3059
"1551 Eide (-2019)";"1998";"Personer";3096
"1551 Eide (-2019)";"1999";"Personer";3092
"1551 Eide (-2019)";"2000";"Personer";3193
"1551 Eide (-2019)";"2001";"Personer";3224
"1551 Eide (-2019)";"2002";"Personer";3272
"1551 Eide (-2019)";"2003";"Personer";3235
"1551 Eide (-2019)";"2004";"Personer";3287
"1551 Eide (-2019)";"2005";"Personer";3304
"1551 Eide (-2019)";"2006";"Personer";3342
"1551 Eide (-2019)";"2007";"Personer";3365
"1551 Eide (-2019)";"2008";"Personer";3362
"1551 Eide (-2019)";"2009";"Personer";3316
"1551 Eide (-2019)";"2010";"Personer";3382
"1551 Eide (-2019)";"2011";"Personer";3438
"1551 Eide (-2019)";"2012";"Personer";3442
"1551 Eide (-2019)";"2013";"Personer";3476
"1551 Eide (-2019)";"2014";"Personer";3471
"1551 Eide (-2019)";"2015";"Personer";3463
"1551 Eide (-2019)";"2016";"Personer";3467
"1551 Eide (-2019)";"2017";"Personer";3454
"1551 Eide (-2019)";"2018";"Personer";3440
"1551 Eide (-2019)";"2019";"Personer";3433
"1554 Averøy";"1986";"Personer";5601
"1554 Averøy";"1987";"Personer";5599
"1554 Averøy";"1988";"Personer";5613
"1554 Averøy";"1989";"Personer";5601
"1554 Averøy";"1990";"Personer";5618
"1554 Averøy";"1991";"Personer";5554
"1554 Averøy";"1992";"Personer";5586
"1554 Averøy";"1993";"Personer";5571
"1554 Averøy";"1994";"Personer";5558
"1554 Averøy";"1995";"Personer";5590
"1554 Averøy";"1996";"Personer";5584
"1554 Averøy";"1997";"Personer";5569
"1554 Averøy";"1998";"Personer";5520
"1554 Averøy";"1999";"Personer";5470
"1554 Averøy";"2000";"Personer";5409
"1554 Averøy";"2001";"Personer";5428
"1554 Averøy";"2002";"Personer";5430
"1554 Averøy";"2003";"Personer";5462
"1554 Averøy";"2004";"Personer";5472
"1554 Averøy";"2005";"Personer";5448
"1554 Averøy";"2006";"Personer";5360
"1554 Averøy";"2007";"Personer";5367
"1554 Averøy";"2008";"Personer";5402
"1554 Averøy";"2009";"Personer";5444
"1554 Averøy";"2010";"Personer";5477
"1554 Averøy";"2011";"Personer";5520
"1554 Averøy";"2012";"Personer";5593
"1554 Averøy";"2013";"Personer";5651
"1554 Averøy";"2014";"Personer";5687
"1554 Averøy";"2015";"Personer";5794
"1554 Averøy";"2016";"Personer";5826
"1554 Averøy";"2017";"Personer";5856
"1554 Averøy";"2018";"Personer";5859
"1554 Averøy";"2019";"Personer";5849
"1557 Gjemnes";"1986";"Personer";2964
"1557 Gjemnes";"1987";"Personer";2921
"1557 Gjemnes";"1988";"Personer";2890
"1557 Gjemnes";"1989";"Personer";2905
"1557 Gjemnes";"1990";"Personer";2915
"1557 Gjemnes";"1991";"Personer";2873
"1557 Gjemnes";"1992";"Personer";2849
"1557 Gjemnes";"1993";"Personer";2782
"1557 Gjemnes";"1994";"Personer";2784
"1557 Gjemnes";"1995";"Personer";2812
"1557 Gjemnes";"1996";"Personer";2781
"1557 Gjemnes";"1997";"Personer";2770
"1557 Gjemnes";"1998";"Personer";2732
"1557 Gjemnes";"1999";"Personer";2678
"1557 Gjemnes";"2000";"Personer";2683
"1557 Gjemnes";"2001";"Personer";2656
"1557 Gjemnes";"2002";"Personer";2627
"1557 Gjemnes";"2003";"Personer";2657
"1557 Gjemnes";"2004";"Personer";2650
"1557 Gjemnes";"2005";"Personer";2700
"1557 Gjemnes";"2006";"Personer";2676
"1557 Gjemnes";"2007";"Personer";2647
"1557 Gjemnes";"2008";"Personer";2636
"1557 Gjemnes";"2009";"Personer";2618
"1557 Gjemnes";"2010";"Personer";2599
"1557 Gjemnes";"2011";"Personer";2582
"1557 Gjemnes";"2012";"Personer";2579
"1557 Gjemnes";"2013";"Personer";2557
"1557 Gjemnes";"2014";"Personer";2565
"1557 Gjemnes";"2015";"Personer";2580
"1557 Gjemnes";"2016";"Personer";2593
"1557 Gjemnes";"2017";"Personer";2611
"1557 Gjemnes";"2018";"Personer";2623
"1557 Gjemnes";"2019";"Personer";2641
"1560 Tingvoll";"1986";"Personer";3481
"1560 Tingvoll";"1987";"Personer";3437
"1560 Tingvoll";"1988";"Personer";3486
"1560 Tingvoll";"1989";"Personer";3537
"1560 Tingvoll";"1990";"Personer";3463
"1560 Tingvoll";"1991";"Personer";3441
"1560 Tingvoll";"1992";"Personer";3431
"1560 Tingvoll";"1993";"Personer";3381
"1560 Tingvoll";"1994";"Personer";3395
"1560 Tingvoll";"1995";"Personer";3257
"1560 Tingvoll";"1996";"Personer";3181
"1560 Tingvoll";"1997";"Personer";3142
"1560 Tingvoll";"1998";"Personer";3094
"1560 Tingvoll";"1999";"Personer";3097
"1560 Tingvoll";"2000";"Personer";3148
"1560 Tingvoll";"2001";"Personer";3128
"1560 Tingvoll";"2002";"Personer";3146
"1560 Tingvoll";"2003";"Personer";3146
"1560 Tingvoll";"2004";"Personer";3120
"1560 Tingvoll";"2005";"Personer";3105
"1560 Tingvoll";"2006";"Personer";3099
"1560 Tingvoll";"2007";"Personer";3084
"1560 Tingvoll";"2008";"Personer";3082
"1560 Tingvoll";"2009";"Personer";3062
"1560 Tingvoll";"2010";"Personer";3071
"1560 Tingvoll";"2011";"Personer";3065
"1560 Tingvoll";"2012";"Personer";3101
"1560 Tingvoll";"2013";"Personer";3116
"1560 Tingvoll";"2014";"Personer";3064
"1560 Tingvoll";"2015";"Personer";3090
"1560 Tingvoll";"2016";"Personer";3103
"1560 Tingvoll";"2017";"Personer";3109
"1560 Tingvoll";"2018";"Personer";3078
"1560 Tingvoll";"2019";"Personer";3045
"1563 Sunndal";"1986";"Personer";7498
"1563 Sunndal";"1987";"Personer";7459
"1563 Sunndal";"1988";"Personer";7382
"1563 Sunndal";"1989";"Personer";7554
"1563 Sunndal";"1990";"Personer";7553
"1563 Sunndal";"1991";"Personer";7521
"1563 Sunndal";"1992";"Personer";7639
"1563 Sunndal";"1993";"Personer";7620
"1563 Sunndal";"1994";"Personer";7656
"1563 Sunndal";"1995";"Personer";7513
"1563 Sunndal";"1996";"Personer";7419
"1563 Sunndal";"1997";"Personer";7419
"1563 Sunndal";"1998";"Personer";7378
"1563 Sunndal";"1999";"Personer";7431
"1563 Sunndal";"2000";"Personer";7368
"1563 Sunndal";"2001";"Personer";7426
"1563 Sunndal";"2002";"Personer";7354
"1563 Sunndal";"2003";"Personer";7405
"1563 Sunndal";"2004";"Personer";7409
"1563 Sunndal";"2005";"Personer";7370
"1563 Sunndal";"2006";"Personer";7323
"1563 Sunndal";"2007";"Personer";7333
"1563 Sunndal";"2008";"Personer";7357
"1563 Sunndal";"2009";"Personer";7347
"1563 Sunndal";"2010";"Personer";7289
"1563 Sunndal";"2011";"Personer";7267
"1563 Sunndal";"2012";"Personer";7196
"1563 Sunndal";"2013";"Personer";7205
"1563 Sunndal";"2014";"Personer";7171
"1563 Sunndal";"2015";"Personer";7155
"1563 Sunndal";"2016";"Personer";7160
"1563 Sunndal";"2017";"Personer";7126
"1563 Sunndal";"2018";"Personer";7119
"1563 Sunndal";"2019";"Personer";7106
"1566 Surnadal";"1986";"Personer";6485
"1566 Surnadal";"1987";"Personer";6497
"1566 Surnadal";"1988";"Personer";6514
"1566 Surnadal";"1989";"Personer";6499
"1566 Surnadal";"1990";"Personer";6466
"1566 Surnadal";"1991";"Personer";6391
"1566 Surnadal";"1992";"Personer";6390
"1566 Surnadal";"1993";"Personer";6446
"1566 Surnadal";"1994";"Personer";6512
"1566 Surnadal";"1995";"Personer";6429
"1566 Surnadal";"1996";"Personer";6392
"1566 Surnadal";"1997";"Personer";6372
"1566 Surnadal";"1998";"Personer";6319
"1566 Surnadal";"1999";"Personer";6246
"1566 Surnadal";"2000";"Personer";6252
"1566 Surnadal";"2001";"Personer";6248
"1566 Surnadal";"2002";"Personer";6234
"1566 Surnadal";"2003";"Personer";6208
"1566 Surnadal";"2004";"Personer";6209
"1566 Surnadal";"2005";"Personer";6160
"1566 Surnadal";"2006";"Personer";6107
"1566 Surnadal";"2007";"Personer";6049
"1566 Surnadal";"2008";"Personer";6039
"1566 Surnadal";"2009";"Personer";6000
"1566 Surnadal";"2010";"Personer";5956
"1566 Surnadal";"2011";"Personer";5949
"1566 Surnadal";"2012";"Personer";5952
"1566 Surnadal";"2013";"Personer";5927
"1566 Surnadal";"2014";"Personer";5954
"1566 Surnadal";"2015";"Personer";5976
"1566 Surnadal";"2016";"Personer";5969
"1566 Surnadal";"2017";"Personer";5986
"1566 Surnadal";"2018";"Personer";5978
"1566 Surnadal";"2019";"Personer";5928
"1567 Rindal (-2018)";"1986";"Personer";2338
"1567 Rindal (-2018)";"1987";"Personer";2317
"1567 Rindal (-2018)";"1988";"Personer";2319
"1567 Rindal (-2018)";"1989";"Personer";2297
"1567 Rindal (-2018)";"1990";"Personer";2263
"1567 Rindal (-2018)";"1991";"Personer";2242
"1567 Rindal (-2018)";"1992";"Personer";2213
"1567 Rindal (-2018)";"1993";"Personer";2217
"1567 Rindal (-2018)";"1994";"Personer";2215
"1567 Rindal (-2018)";"1995";"Personer";2179
"1567 Rindal (-2018)";"1996";"Personer";2194
"1567 Rindal (-2018)";"1997";"Personer";2176
"1567 Rindal (-2018)";"1998";"Personer";2193
"1567 Rindal (-2018)";"1999";"Personer";2156
"1567 Rindal (-2018)";"2000";"Personer";2138
"1567 Rindal (-2018)";"2001";"Personer";2119
"1567 Rindal (-2018)";"2002";"Personer";2132
"1567 Rindal (-2018)";"2003";"Personer";2115
"1567 Rindal (-2018)";"2004";"Personer";2118
"1567 Rindal (-2018)";"2005";"Personer";2101
"1567 Rindal (-2018)";"2006";"Personer";2088
"1567 Rindal (-2018)";"2007";"Personer";2061
"1567 Rindal (-2018)";"2008";"Personer";2045
"1567 Rindal (-2018)";"2009";"Personer";2041
"1567 Rindal (-2018)";"2010";"Personer";2041
"1567 Rindal (-2018)";"2011";"Personer";2061
"1567 Rindal (-2018)";"2012";"Personer";2088
"1567 Rindal (-2018)";"2013";"Personer";2061
"1567 Rindal (-2018)";"2014";"Personer";2046
"1567 Rindal (-2018)";"2015";"Personer";2038
"1567 Rindal (-2018)";"2016";"Personer";2036
"1567 Rindal (-2018)";"2017";"Personer";2026
"1567 Rindal (-2018)";"2018";"Personer";2039
"1567 Rindal (-2018)";"2019";"Personer";0
"1571 Halsa (-2019)";"1986";"Personer";2111
"1571 Halsa (-2019)";"1987";"Personer";2122
"1571 Halsa (-2019)";"1988";"Personer";2133
"1571 Halsa (-2019)";"1989";"Personer";2148
"1571 Halsa (-2019)";"1990";"Personer";2134
"1571 Halsa (-2019)";"1991";"Personer";2135
"1571 Halsa (-2019)";"1992";"Personer";2086
"1571 Halsa (-2019)";"1993";"Personer";2046
"1571 Halsa (-2019)";"1994";"Personer";2027
"1571 Halsa (-2019)";"1995";"Personer";2023
"1571 Halsa (-2019)";"1996";"Personer";1989
"1571 Halsa (-2019)";"1997";"Personer";1953
"1571 Halsa (-2019)";"1998";"Personer";1903
"1571 Halsa (-2019)";"1999";"Personer";1847
"1571 Halsa (-2019)";"2000";"Personer";1808
"1571 Halsa (-2019)";"2001";"Personer";1794
"1571 Halsa (-2019)";"2002";"Personer";1750
"1571 Halsa (-2019)";"2003";"Personer";1756
"1571 Halsa (-2019)";"2004";"Personer";1714
"1571 Halsa (-2019)";"2005";"Personer";1697
"1571 Halsa (-2019)";"2006";"Personer";1693
"1571 Halsa (-2019)";"2007";"Personer";1671
"1571 Halsa (-2019)";"2008";"Personer";1671
"1571 Halsa (-2019)";"2009";"Personer";1647
"1571 Halsa (-2019)";"2010";"Personer";1650
"1571 Halsa (-2019)";"2011";"Personer";1661
"1571 Halsa (-2019)";"2012";"Personer";1641
"1571 Halsa (-2019)";"2013";"Personer";1606
"1571 Halsa (-2019)";"2014";"Personer";1581
"1571 Halsa (-2019)";"2015";"Personer";1563
"1571 Halsa (-2019)";"2016";"Personer";1547
"1571 Halsa (-2019)";"2017";"Personer";1599
"1571 Halsa (-2019)";"2018";"Personer";1571
"1571 Halsa (-2019)";"2019";"Personer";1574
"1573 Smøla";"1986";"Personer";2859
"1573 Smøla";"1987";"Personer";2828
"1573 Smøla";"1988";"Personer";2780
"1573 Smøla";"1989";"Personer";2776
"1573 Smøla";"1990";"Personer";2736
"1573 Smøla";"1991";"Personer";2697
"1573 Smøla";"1992";"Personer";2649
"1573 Smøla";"1993";"Personer";2636
"1573 Smøla";"1994";"Personer";2613
"1573 Smøla";"1995";"Personer";2626
"1573 Smøla";"1996";"Personer";2589
"1573 Smøla";"1997";"Personer";2526
"1573 Smøla";"1998";"Personer";2487
"1573 Smøla";"1999";"Personer";2432
"1573 Smøla";"2000";"Personer";2432
"1573 Smøla";"2001";"Personer";2407
"1573 Smøla";"2002";"Personer";2329
"1573 Smøla";"2003";"Personer";2266
"1573 Smøla";"2004";"Personer";2248
"1573 Smøla";"2005";"Personer";2195
"1573 Smøla";"2006";"Personer";2192
"1573 Smøla";"2007";"Personer";2165
"1573 Smøla";"2008";"Personer";2137
"1573 Smøla";"2009";"Personer";2119
"1573 Smøla";"2010";"Personer";2143
"1573 Smøla";"2011";"Personer";2137
"1573 Smøla";"2012";"Personer";2182
"1573 Smøla";"2013";"Personer";2180
"1573 Smøla";"2014";"Personer";2166
"1573 Smøla";"2015";"Personer";2146
"1573 Smøla";"2016";"Personer";2141
"1573 Smøla";"2017";"Personer";2160
"1573 Smøla";"2018";"Personer";2172
"1573 Smøla";"2019";"Personer";2134
"1576 Aure";"1986";"Personer";0
"1576 Aure";"1987";"Personer";0
"1576 Aure";"1988";"Personer";0
"1576 Aure";"1989";"Personer";0
"1576 Aure";"1990";"Personer";0
"1576 Aure";"1991";"Personer";0
"1576 Aure";"1992";"Personer";0
"1576 Aure";"1993";"Personer";0
"1576 Aure";"1994";"Personer";0
"1576 Aure";"1995";"Personer";0
"1576 Aure";"1996";"Personer";0
"1576 Aure";"1997";"Personer";0
"1576 Aure";"1998";"Personer";0
"1576 Aure";"1999";"Personer";0
"1576 Aure";"2000";"Personer";0
"1576 Aure";"2001";"Personer";0
"1576 Aure";"2002";"Personer";0
"1576 Aure";"2003";"Personer";0
"1576 Aure";"2004";"Personer";0
"1576 Aure";"2005";"Personer";0
"1576 Aure";"2006";"Personer";3591
"1576 Aure";"2007";"Personer";3515
"1576 Aure";"2008";"Personer";3530
"1576 Aure";"2009";"Personer";3508
"1576 Aure";"2010";"Personer";3502
"1576 Aure";"2011";"Personer";3523
"1576 Aure";"2012";"Personer";3511
"1576 Aure";"2013";"Personer";3570
"1576 Aure";"2014";"Personer";3577
"1576 Aure";"2015";"Personer";3549
"1576 Aure";"2016";"Personer";3536
"1576 Aure";"2017";"Personer";3590
"1576 Aure";"2018";"Personer";3593
"1576 Aure";"2019";"Personer";3553
"5001 Trondheim";"1986";"Personer";0
"5001 Trondheim";"1987";"Personer";0
"5001 Trondheim";"1988";"Personer";0
"5001 Trondheim";"1989";"Personer";0
"5001 Trondheim";"1990";"Personer";0
"5001 Trondheim";"1991";"Personer";0
"5001 Trondheim";"1992";"Personer";0
"5001 Trondheim";"1993";"Personer";0
"5001 Trondheim";"1994";"Personer";0
"5001 Trondheim";"1995";"Personer";0
"5001 Trondheim";"1996";"Personer";0
"5001 Trondheim";"1997";"Personer";0
"5001 Trondheim";"1998";"Personer";0
"5001 Trondheim";"1999";"Personer";0
"5001 Trondheim";"2000";"Personer";0
"5001 Trondheim";"2001";"Personer";0
"5001 Trondheim";"2002";"Personer";0
"5001 Trondheim";"2003";"Personer";0
"5001 Trondheim";"2004";"Personer";0
"5001 Trondheim";"2005";"Personer";0
"5001 Trondheim";"2006";"Personer";0
"5001 Trondheim";"2007";"Personer";0
"5001 Trondheim";"2008";"Personer";0
"5001 Trondheim";"2009";"Personer";0
"5001 Trondheim";"2010";"Personer";0
"5001 Trondheim";"2011";"Personer";0
"5001 Trondheim";"2012";"Personer";0
"5001 Trondheim";"2013";"Personer";0
"5001 Trondheim";"2014";"Personer";0
"5001 Trondheim";"2015";"Personer";0
"5001 Trondheim";"2016";"Personer";0
"5001 Trondheim";"2017";"Personer";0
"5001 Trondheim";"2018";"Personer";193501
"5001 Trondheim";"2019";"Personer";196159
"5004 Steinkjer (2018-2019)";"1986";"Personer";0
"5004 Steinkjer (2018-2019)";"1987";"Personer";0
"5004 Steinkjer (2018-2019)";"1988";"Personer";0
"5004 Steinkjer (2018-2019)";"1989";"Personer";0
"5004 Steinkjer (2018-2019)";"1990";"Personer";0
"5004 Steinkjer (2018-2019)";"1991";"Personer";0
"5004 Steinkjer (2018-2019)";"1992";"Personer";0
"5004 Steinkjer (2018-2019)";"1993";"Personer";0
"5004 Steinkjer (2018-2019)";"1994";"Personer";0
"5004 Steinkjer (2018-2019)";"1995";"Personer";0
"5004 Steinkjer (2018-2019)";"1996";"Personer";0
"5004 Steinkjer (2018-2019)";"1997";"Personer";0
"5004 Steinkjer (2018-2019)";"1998";"Personer";0
"5004 Steinkjer (2018-2019)";"1999";"Personer";0
"5004 Steinkjer (2018-2019)";"2000";"Personer";0
"5004 Steinkjer (2018-2019)";"2001";"Personer";0
"5004 Steinkjer (2018-2019)";"2002";"Personer";0
"5004 Steinkjer (2018-2019)";"2003";"Personer";0
"5004 Steinkjer (2018-2019)";"2004";"Personer";0
"5004 Steinkjer (2018-2019)";"2005";"Personer";0
"5004 Steinkjer (2018-2019)";"2006";"Personer";0
"5004 Steinkjer (2018-2019)";"2007";"Personer";0
"5004 Steinkjer (2018-2019)";"2008";"Personer";0
"5004 Steinkjer (2018-2019)";"2009";"Personer";0
"5004 Steinkjer (2018-2019)";"2010";"Personer";0
"5004 Steinkjer (2018-2019)";"2011";"Personer";0
"5004 Steinkjer (2018-2019)";"2012";"Personer";0
"5004 Steinkjer (2018-2019)";"2013";"Personer";0
"5004 Steinkjer (2018-2019)";"2014";"Personer";0
"5004 Steinkjer (2018-2019)";"2015";"Personer";0
"5004 Steinkjer (2018-2019)";"2016";"Personer";0
"5004 Steinkjer (2018-2019)";"2017";"Personer";0
"5004 Steinkjer (2018-2019)";"2018";"Personer";22096
"5004 Steinkjer (2018-2019)";"2019";"Personer";22090
"5005 Namsos (2018-2019)";"1986";"Personer";0
"5005 Namsos (2018-2019)";"1987";"Personer";0
"5005 Namsos (2018-2019)";"1988";"Personer";0
"5005 Namsos (2018-2019)";"1989";"Personer";0
"5005 Namsos (2018-2019)";"1990";"Personer";0
"5005 Namsos (2018-2019)";"1991";"Personer";0
"5005 Namsos (2018-2019)";"1992";"Personer";0
"5005 Namsos (2018-2019)";"1993";"Personer";0
"5005 Namsos (2018-2019)";"1994";"Personer";0
"5005 Namsos (2018-2019)";"1995";"Personer";0
"5005 Namsos (2018-2019)";"1996";"Personer";0
"5005 Namsos (2018-2019)";"1997";"Personer";0
"5005 Namsos (2018-2019)";"1998";"Personer";0
"5005 Namsos (2018-2019)";"1999";"Personer";0
"5005 Namsos (2018-2019)";"2000";"Personer";0
"5005 Namsos (2018-2019)";"2001";"Personer";0
"5005 Namsos (2018-2019)";"2002";"Personer";0
"5005 Namsos (2018-2019)";"2003";"Personer";0
"5005 Namsos (2018-2019)";"2004";"Personer";0
"5005 Namsos (2018-2019)";"2005";"Personer";0
"5005 Namsos (2018-2019)";"2006";"Personer";0
"5005 Namsos (2018-2019)";"2007";"Personer";0
"5005 Namsos (2018-2019)";"2008";"Personer";0
"5005 Namsos (2018-2019)";"2009";"Personer";0
"5005 Namsos (2018-2019)";"2010";"Personer";0
"5005 Namsos (2018-2019)";"2011";"Personer";0
"5005 Namsos (2018-2019)";"2012";"Personer";0
"5005 Namsos (2018-2019)";"2013";"Personer";0
"5005 Namsos (2018-2019)";"2014";"Personer";0
"5005 Namsos (2018-2019)";"2015";"Personer";0
"5005 Namsos (2018-2019)";"2016";"Personer";0
"5005 Namsos (2018-2019)";"2017";"Personer";0
"5005 Namsos (2018-2019)";"2018";"Personer";13078
"5005 Namsos (2018-2019)";"2019";"Personer";13113
"5011 Hemne (2018-2019)";"1986";"Personer";0
"5011 Hemne (2018-2019)";"1987";"Personer";0
"5011 Hemne (2018-2019)";"1988";"Personer";0
"5011 Hemne (2018-2019)";"1989";"Personer";0
"5011 Hemne (2018-2019)";"1990";"Personer";0
"5011 Hemne (2018-2019)";"1991";"Personer";0
"5011 Hemne (2018-2019)";"1992";"Personer";0
"5011 Hemne (2018-2019)";"1993";"Personer";0
"5011 Hemne (2018-2019)";"1994";"Personer";0
"5011 Hemne (2018-2019)";"1995";"Personer";0
"5011 Hemne (2018-2019)";"1996";"Personer";0
"5011 Hemne (2018-2019)";"1997";"Personer";0
"5011 Hemne (2018-2019)";"1998";"Personer";0
"5011 Hemne (2018-2019)";"1999";"Personer";0
"5011 Hemne (2018-2019)";"2000";"Personer";0
"5011 Hemne (2018-2019)";"2001";"Personer";0
"5011 Hemne (2018-2019)";"2002";"Personer";0
"5011 Hemne (2018-2019)";"2003";"Personer";0
"5011 Hemne (2018-2019)";"2004";"Personer";0
"5011 Hemne (2018-2019)";"2005";"Personer";0
"5011 Hemne (2018-2019)";"2006";"Personer";0
"5011 Hemne (2018-2019)";"2007";"Personer";0
"5011 Hemne (2018-2019)";"2008";"Personer";0
"5011 Hemne (2018-2019)";"2009";"Personer";0
"5011 Hemne (2018-2019)";"2010";"Personer";0
"5011 Hemne (2018-2019)";"2011";"Personer";0
"5011 Hemne (2018-2019)";"2012";"Personer";0
"5011 Hemne (2018-2019)";"2013";"Personer";0
"5011 Hemne (2018-2019)";"2014";"Personer";0
"5011 Hemne (2018-2019)";"2015";"Personer";0
"5011 Hemne (2018-2019)";"2016";"Personer";0
"5011 Hemne (2018-2019)";"2017";"Personer";0
"5011 Hemne (2018-2019)";"2018";"Personer";4225
"5011 Hemne (2018-2019)";"2019";"Personer";4228
"5012 Snillfjord (2018-2019)";"1986";"Personer";0
"5012 Snillfjord (2018-2019)";"1987";"Personer";0
"5012 Snillfjord (2018-2019)";"1988";"Personer";0
"5012 Snillfjord (2018-2019)";"1989";"Personer";0
"5012 Snillfjord (2018-2019)";"1990";"Personer";0
"5012 Snillfjord (2018-2019)";"1991";"Personer";0
"5012 Snillfjord (2018-2019)";"1992";"Personer";0
"5012 Snillfjord (2018-2019)";"1993";"Personer";0
"5012 Snillfjord (2018-2019)";"1994";"Personer";0
"5012 Snillfjord (2018-2019)";"1995";"Personer";0
"5012 Snillfjord (2018-2019)";"1996";"Personer";0
"5012 Snillfjord (2018-2019)";"1997";"Personer";0
"5012 Snillfjord (2018-2019)";"1998";"Personer";0
"5012 Snillfjord (2018-2019)";"1999";"Personer";0
"5012 Snillfjord (2018-2019)";"2000";"Personer";0
"5012 Snillfjord (2018-2019)";"2001";"Personer";0
"5012 Snillfjord (2018-2019)";"2002";"Personer";0
"5012 Snillfjord (2018-2019)";"2003";"Personer";0
"5012 Snillfjord (2018-2019)";"2004";"Personer";0
"5012 Snillfjord (2018-2019)";"2005";"Personer";0
"5012 Snillfjord (2018-2019)";"2006";"Personer";0
"5012 Snillfjord (2018-2019)";"2007";"Personer";0
"5012 Snillfjord (2018-2019)";"2008";"Personer";0
"5012 Snillfjord (2018-2019)";"2009";"Personer";0
"5012 Snillfjord (2018-2019)";"2010";"Personer";0
"5012 Snillfjord (2018-2019)";"2011";"Personer";0
"5012 Snillfjord (2018-2019)";"2012";"Personer";0
"5012 Snillfjord (2018-2019)";"2013";"Personer";0
"5012 Snillfjord (2018-2019)";"2014";"Personer";0
"5012 Snillfjord (2018-2019)";"2015";"Personer";0
"5012 Snillfjord (2018-2019)";"2016";"Personer";0
"5012 Snillfjord (2018-2019)";"2017";"Personer";0
"5012 Snillfjord (2018-2019)";"2018";"Personer";987
"5012 Snillfjord (2018-2019)";"2019";"Personer";999
